1,SRA Run Accession,Isolate ID,Sample ID,Genus,sensu,Species,sigB AT,Number of  contigs,Genome size (bp),GC (%),N50,Average coverage,Bioproject,WGS Acession,Phylogroup,State,fosX,lin,mprF,norB,sul,lmo0209,mogR,lmo0675,fliP,fliQ,fliR,flhB,flhA,flhF,flgG,motA,motB,lmo0688,flaA,fliN_lmo0693,lmo0696,flgE,fliN_lmo0698,fliM,fliY,flgK,flgL,fliD,lmo0708,flgB,flgC,fliE,fliF,fliG,fliH,fliI,comK,comEC,comG,comGF,comGD,comGA,cinA,comEB,comEA,coiA,comFC,comFA
220,SRR11344130,L7-0699,MN-BR-2,Listeria,strictu,L. welshimeri,241,18,2860150,36.2,360690,42.5239,PRJNA561882,JAASVQ000000000,L8,MN,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0
221,SRR11344129,L7-0705,MN-BR-3,Listeria,strictu,L. welshimeri,19,14,2776723,36.26,503959,85.2151,PRJNA561882,JAASVP000000000,L8,MN,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
222,SRR11344128,L7-0708,MN-BR-3,Listeria,strictu,L. welshimeri,16,26,2841861,36.18,526428,41.0351,PRJNA561882,JAASVO000000000,L8,MN,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
223,SRR11344001,L7-0711,MN-BR-4,Listeria,strictu,L. welshimeri,129,39,2738948,36.23,128978,34.7418,PRJNA561882,JAASVN000000000,L8,MN,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
224,SRR11344000,L7-0713,MN-BR-4,Listeria,strictu,L. welshimeri,16,11,2750251,36.2,498966,42.2985,PRJNA561882,JAASVM000000000,L8,MN,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
225,SRR11343999,L7-0717,MN-BR-5,Listeria,strictu,L. welshimeri,16,17,2896818,36.14,523217,39.858,PRJNA561882,JAASVL000000000,L8,MN,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
226,SRR11343998,L7-0719,MN-BR-5,Listeria,strictu,L. welshimeri,19,17,2729592,36.3,368506,54.3147,PRJNA561882,JAASVK000000000,L8,MN,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
227,SRR11343997,L7-0723,MN-MS-1,Listeria,strictu,L. seeligeri,24,29,2865145,37.19,213274,57.169,PRJNA561882,JAASVJ000000000,L9,MN,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
228,SRR11343996,L7-0724,MN-MS-1,Listeria,strictu,L. seeligeri,12,86,2943532,37.17,222864,176.47,PRJNA561882,JAASVI000000000,L9,MN,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
229,SRR11343995,L7-0729,MN-MS-3,Listeria,lato,L. booriae,S5040,30,3359282,41.72,268002,46.8739,PRJNA561882,JAASVH000000000,L12,MN,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
230,SRR11343994,L7-0735,MN-MS-5,Listeria,strictu,L. welshimeri,19,14,2779927,36.29,578706,202.294,PRJNA561882,JAARWO000000000,L8,MN,0,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
231,SRR11343993,L7-0737,MN-MS-5,Listeria,strictu,L. welshimeri,16,18,2728229,36.29,375226,66.7598,PRJNA561882,JAASVG000000000,L8,MN,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
232,SRR11343992,L7-0741,MN-MS-4,Listeria,lato,L. grandensis,S5041,47,3434877,41.9,126344,42.0148,PRJNA561882,JAARWN000000000,-,MN,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,-1,0
233,SRR9845428,L7-0745,OR-MR-1,Listeria,strictu,L. monocytogenes,67,18,2962139,37.84,465323,221.236,PRJNA514286,AAJADD000000000,L3,OR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,SRR11343990,L7-0748,OR-MR-1,Listeria,strictu,L. seeligeri,28,27,2853003,37.33,303863,54.1143,PRJNA561882,JAASVF000000000,L10,OR,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
235,SRR11343989,L7-0751,NM-GNF-5,Listeria,lato,L. grayi,S5042,23,2765138,41.5,386710,58.1162,PRJNA561882,JAASVE000000000,-,NM,-1,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,-1,-1,0
236,SRR10019233,L7-0755,OH-MSF-1,Listeria,strictu,L. monocytogenes,137,13,2899141,38.09,1458171,69.2272,PRJNA561882,VTHQ00000000,L1,OH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237,SRR10019232,L7-0763,OH-MSF-2,Listeria,strictu,L. monocytogenes,137,14,2908761,38.05,491628,32.2036,PRJNA561882,VTHP00000000,L1,OH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238,SRR10019231,L7-0764,OH-MSF-2,Listeria,strictu,L. monocytogenes,192,11,2866461,38.05,571988,76.05,PRJNA561882,VTHO00000000,L1,OH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
239,SRR11343988,L7-0767,OH-MSF-2,Listeria,lato,L. booriae,S5043,31,3585551,41.88,358560,56.0079,PRJNA561882,JAASVD000000000,L12,OH,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
240,SRR9845425,L7-0769,OH-MSF-3,Listeria,strictu,L. monocytogenes,61,18,2887506,37.9,298615,180.204,PRJNA514286,AAJACZ000000000,L3,OH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
241,SRR10019230,L7-0777,MA-BW-1,Listeria,strictu,L. monocytogenes,57,21,2939136,37.82,377783,65.0999,PRJNA561882,VTHN00000000,L2,MA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
242,SRR11343987,L7-0783,MA-BW-2,Listeria,strictu,L. seeligeri,3,17,2894305,37.3,514333,70.827,PRJNA561882,JAASVC000000000,L10,MA,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
243,SRR11343986,L7-0789,OK-KSP-1,Listeria,strictu,L. innocua,243,28,3000427,37.22,519042,41.0754,PRJNA561882,JAASVB000000000,L6,OK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
244,SRR11343985,L7-0794,OK-KSP-1,Listeria,strictu,L. innocua,244,115,3175107,37.19,348360,368.944,PRJNA561882,JAARWM000000000,L6,OK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
245,SRR11343984,L7-0795,OK-KSP-3,Listeria,strictu,L. innocua,243,33,3000907,37.21,518966,125.063,PRJNA561882,JAARWL000000000,L6,OK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
246,SRR11343983,L7-0796,OK-KSP-3,Listeria,strictu,L. innocua,245,29,3045582,37.15,287570,72.6834,PRJNA561882,JAARWK000000000,L6,OK,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
247,SRR9091434,L7-0801,PA-RC-1,Listeria,strictu,L. monocytogenes,59,21,2919221,37.8,461192,98.4154,PRJNA514286,AADZXA000000000,L2,PA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
248,SRR11343982,L7-0802,PA-RC-1,Listeria,strictu,L. seeligeri,12,27,2844527,37.29,340406,102.444,PRJNA561882,JAARWJ000000000,L9,PA,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
249,SRR9090951,L7-0809,PA-RC-2,Listeria,strictu,L. monocytogenes,57,24,2892594,37.83,252438,98.0829,PRJNA514286,AADZWO000000000,L2,PA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250,SRR11343981,L7-0811,PA-RC-2,Listeria,lato,L. booriae,S5044,51,3533262,41.94,442305,54.4237,PRJNA561882,JAARWI000000000,L12,PA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
251,SRR11343979,L7-0815,PA-RC-3,Listeria,lato,L. booriae,S5004,143,3470008,42.01,544674,65.4516,PRJNA561882,JAARWH000000000,L12,PA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
252,SRR11343978,L7-0816,PA-RC-3,Listeria,lato,L. booriae,S5044,37,3383110,42.1,221642,117.227,PRJNA561882,JAARWG000000000,L12,PA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
253,SRR9090947,L7-0817,PA-RC-3,Listeria,strictu,L. monocytogenes,79,10,2854824,38.12,486315,129.978,PRJNA514286,AADZWM000000000,L1,PA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
254,SRR11343977,L7-0818,PA-RC-3,Listeria,lato,L. booriae,S5045,16,3428181,42.01,547170,184.689,PRJNA561882,JAARWF000000000,L12,PA,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
255,SRR9090944,L7-0819,PA-RC-4,Listeria,strictu,L. monocytogenes,57,44,2995703,37.7,156329,97.8251,PRJNA514286,AADZWP000000000,L2,PA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
256,SRR9090959,L7-0827,PA-RC-5,Listeria,strictu,L. monocytogenes,57,26,2893168,37.83,273936,89.2104,PRJNA514286,AADZWU000000000,L2,PA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257,SRR9090954,L7-0829,PA-RC-5,Listeria,strictu,L. monocytogenes,240,18,2869089,38.1,309331,121.612,PRJNA514286,AADZWI000000000,L1,PA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
258,SRR9090929,L7-0830,PA-RC-5,Listeria,strictu,L. monocytogenes,79,22,2799807,38.16,352205,85.0634,PRJNA514286,AADZWH000000000,L1,PA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259,SRR11343976,L7-0835,OH-KPW-2,Listeria,strictu,L. seeligeri,12,24,2821737,37.25,225868,95.5984,PRJNA561882,JAARWE000000000,L9,OH,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
260,SRR11343975,L7-0836,OH-KPW-3,Listeria,strictu,L. seeligeri,12,37,2856921,37.21,177122,315.365,PRJNA561882,JAASVA000000000,L9,OH,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
261,SRR11343974,L7-0842,OH-DSP-2,Listeria,strictu,L. seeligeri,12,31,2957788,37.23,174386,118.154,PRJNA561882,JAARWD000000000,L9,OH,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
262,SRR9090913,L7-0843,OH-DSP-2,Listeria,strictu,L. monocytogenes,236,30,2824693,38.07,229661,132.781,PRJNA514286,AADZWB000000000,L1,OH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
263,SRR11343973,L7-0844,OH-DSP-3,Listeria,strictu,L. seeligeri,12,41,2910523,37.26,137090,167.827,PRJNA561882,JAARWC000000000,L9,IN,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
264,SRR9090892,L7-0845,OH-DSP-3,Listeria,strictu,L. monocytogenes,106,42,2904850,37.95,147532,121.85,PRJNA514286,AADZWD000000000,L1,IN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265,SRR9090904,L7-0846,OH-DSP-5,Listeria,strictu,L. monocytogenes,61,31,2885182,37.91,134997,114.692,PRJNA514286,AADZWE000000000,L3,OH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266,SRR9090884,L7-0854,IN-SS-1,Listeria,strictu,L. monocytogenes,62,26,2867868,38.03,310184,139.713,PRJNA514286,AADZVY000000000,L1,IN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
267,SRR11343972,L7-0859,IN-SS-1,Listeria,lato,L. booriae,S5046,36,3688410,41.85,589124,41.0071,PRJNA561882,JAARWB000000000,L12,IN,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,0
268,SRR9090902,L7-0862,IN-SS-2,Listeria,strictu,L. monocytogenes,246,43,2861567,38.07,129986,125.895,PRJNA514286,AADZWC000000000,L1,IN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
269,SRR9090903,L7-0863,IN-SS-2,Listeria,strictu,L. monocytogenes,79,28,2857207,38.12,218311,100.688,PRJNA514286,AADZWG000000000,L1,IN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270,SRR9845426,L7-0866,IN-SS-2,Listeria,strictu,L. monocytogenes,240,13,2930658,37.98,490393,121.699,PRJNA514286,AAJADG000000000,L1,IN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271,SRR9090957,L7-0868,IN-SS-3,Listeria,strictu,L. monocytogenes,247,46,2981082,37.97,119576,110.382,PRJNA514286,AADZWX000000000,L1,IN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
272,SRR9090926,L7-0874,IN-SS-4,Listeria,strictu,L. monocytogenes,196,26,2862941,38.04,205914,123.069,PRJNA514286,AADZWN000000000,L1,IN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273,SRR11343971,L7-0875,IN-SS-4,Listeria,strictu,L. seeligeri,12,27,2867860,37.24,294151,210.258,PRJNA561882,JAARWA000000000,L9,IN,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
274,SRR9090932,L7-0880,IN-SS-5,Listeria,strictu,L. monocytogenes,240,50,2890349,38.05,113262,145.943,PRJNA514286,AADZWQ000000000,L1,IN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
275,SRR11343970,L7-0888,ME-BC-2,Listeria,strictu,L. seeligeri,7,97,2849901,37.22,197786,93.8291,PRJNA561882,JAARVZ000000000,L10,ME,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
276,SRR11343968,L7-0896,SD-DN-1,Listeria,strictu,L. seeligeri,12,34,2806803,37.19,222865,61.4003,PRJNA561882,JAARVY000000000,L9,SD,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
277,SRR11343967,L7-0898,SD-AS-1,Listeria,strictu,L. seeligeri,72,21,2813190,37.24,321737,109.792,PRJNA561882,JAARVX000000000,L9,SD,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
278,SRR11343966,L7-0900,SD-AS-1,Listeria,strictu,L. seeligeri,12,35,2914664,37.18,172083,48.0064,PRJNA561882,JAARVW000000000,L9,SD,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
279,SRR11343965,L7-0904,SD-AS-2,Listeria,strictu,L. seeligeri,12,84,2873526,37.15,223096,82.4177,PRJNA561882,JAARVV000000000,L9,SD,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
280,SRR11343964,L7-0905,SD-AS-2,Listeria,strictu,L. welshimeri,16,12,2807932,36.27,1492702,103.082,PRJNA561882,JAARVU000000000,L8,SD,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0
281,SRR11343963,L7-0910,SD-AS-3,Listeria,strictu,L. welshimeri,27,29,2798249,36.08,332483,57.9811,PRJNA561882,JAARVT000000000,L8,SD,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0
282,SRR11343962,L7-0912,SD-AS-3,Listeria,strictu,L. seeligeri,12,30,2869668,37.21,222866,69.2937,PRJNA561882,JAARVS000000000,L9,SD,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
283,SRR11343961,L7-0916,IA-BC-1,Listeria,strictu,L. seeligeri,12,50,2874766,37.18,121959,59.462,PRJNA561882,JAARVR000000000,L9,IA,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
284,SRR11343960,L7-0920,IA-BC-3,Listeria,strictu,L. seeligeri,20,118,2972756,37.24,364951,85.3972,PRJNA561882,JAARVQ000000000,L9,IA,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
285,SRR9090961,L7-0921,IA-BC-3,Listeria,strictu,L. monocytogenes,221,50,2818172,38.11,111853,118.378,PRJNA514286,AADZWT000000000,L1,IA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286,SRR11343959,L7-0922,IA-BC-4,Listeria,strictu,L. seeligeri,20,19,2815987,37.24,364951,68.1491,PRJNA561882,JAARVP000000000,L9,IA,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
287,SRR11343957,L7-0925,IA-BC-4,Listeria,strictu,L. seeligeri,12,29,2906180,37.17,222852,155.546,PRJNA561882,JAARVO000000000,L9,IA,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
288,SRR9090960,L7-0926,IA-BC-5,Listeria,strictu,L. monocytogenes,107,26,2853270,38.05,188821,113.814,PRJNA514286,AADZWR000000000,L1,IA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
289,SRR11343956,L7-0929,IA-BC-5,Listeria,strictu,L. seeligeri,12,23,2832261,37.2,254091,294.675,PRJNA561882,JAATNZ000000000,L9,IA,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
290,SRR11343955,L7-0934,IA-CB-1,Listeria,strictu,L. seeligeri,24,120,2994175,37.21,288703,247.432,PRJNA561882,JAASUZ000000000,L9,IA,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
291,SRR11343954,L7-0937,IA-CB-1,Listeria,strictu,L. seeligeri,12,92,2920804,37.1,222864,275.918,PRJNA561882,JAASUY000000000,L9,IA,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
292,SRR11343953,L7-0940,IA-CB-2,Listeria,strictu,L. seeligeri,12,43,2909360,37.23,152767,256.523,PRJNA561882,JAARVN000000000,L9,IA,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
293,SRR11343952,L7-0946,IA-CB-3,Listeria,strictu,L. seeligeri,12,218,2955913,37.22,168499,91.1838,PRJNA561882,JAARVM000000000,L9,IA,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
